"link_produk","judul_produk","harga","potongan_harga","flex-none src","rating","terjual","jenis","inline src","kota"
"https://shopee.co.id/Samsung-Galaxy-A56-5G-8-256GB-Awesome-Pink-i.52635036.28477747386?extraParams=%7B%22display_model_id%22%3A227433876591%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5989c5f-51f6-46cd-8e4a-72be04b40c53&xptdk=a5989c5f-51f6-46cd-8e4a-72be04b40c53","Samsung Galaxy A56 5G 8/256GB - Awesome Pink","6.699.000","-3%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","9RB+ Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Utara"
"https://shopee.co.id/ITEL-A100C-4-64GB-Layar-6.6-90Hz-Tahan-Banting-Military-Grade-Big-Memory-UltraLink-Free-Call-5000mAh-Battery-i.1273188903.45556428703?extraParams=%7B%22display_model_id%22%3A375578380660%2C%22model_selection_logic%22%3A3%7D&sp_atk=14de0941-a747-4f5a-b61c-489133ae9992&xptdk=14de0941-a747-4f5a-b61c-489133ae9992","ITEL A100C 4+64GB Layar 6.6"" 90Hz Tahan Banting Military-Grade Big Memory UltraLink Free Call 5000mAh Battery","1.319.000","-71%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","10 Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Utara"
"https://shopee.co.id/Tecno-Spark-Go-3-5000-mAh-i.21092366.46255199479?extraParams=%7B%22display_model_id%22%3A310476049234%2C%22model_selection_logic%22%3A3%7D&sp_atk=76d3982d-3a19-4a80-be9b-73629a1512b3&xptdk=76d3982d-3a19-4a80-be9b-73629a1512b3","Tecno Spark Go 3 | 5000 mAh","1.399.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","2 Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Barat"
"https://shopee.co.id/Samsung-Galaxy-A56-5G-12-256GB-Awesome-Pink-i.52635036.27027755101?extraParams=%7B%22display_model_id%22%3A257747026663%2C%22model_selection_logic%22%3A3%7D&sp_atk=9931f85d-78c1-4104-bc96-d694801cde5d&xptdk=9931f85d-78c1-4104-bc96-d694801cde5d","Samsung Galaxy A56 5G 12/256GB - Awesome Pink","7.199.000","-3%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","4RB+ Terjual","5 jam","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Surabaya"
"https://shopee.co.id/HP-SMARTPHONE-VIVO-Y17-8GB-256GB-Fullset-GARANSI-12-Bulan-BATTERAY-5000mAh-i.1749036662.50406122881?extraParams=%7B%22display_model_id%22%3A335556823503%2C%22model_selection_logic%22%3A3%7D&sp_atk=0a4f9049-98c5-4d86-9998-b4b787c9a587&xptdk=0a4f9049-98c5-4d86-9998-b4b787c9a587","HP SMARTPHONE VIVO Y17 8GB/256GB Fullset GARANSI 12 Bulan, BATTERAY 5000mAh","787.000","-42%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.8","72 Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Barat"
"https://shopee.co.id/Tecno-Spark-Go-3-4-64GB-4-128GB-6.74-Inch-Garansi-Resmi-i.147421658.44755304367?extraParams=%7B%22display_model_id%22%3A292363144112%2C%22model_selection_logic%22%3A3%7D&sp_atk=084f4386-801f-4026-bdc7-53ea347a08a2&xptdk=084f4386-801f-4026-bdc7-53ea347a08a2","Tecno Spark Go 3 4/64GB | 4/128GB 6.74 Inch Garansi Resmi","1.580.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","5 Terjual","2-5 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Balikpapan"
"https://shopee.co.id/Handphone-asli-ori-vivo-y71-Android-smartphone-6-128-GARANSI-i.1585379555.43578936237?extraParams=%7B%22display_model_id%22%3A395587369137%2C%22model_selection_logic%22%3A3%7D&sp_atk=bf0e3c8a-c1e6-4fcf-8618-0bd3fbe6e276&xptdk=bf0e3c8a-c1e6-4fcf-8618-0bd3fbe6e276","Handphone asli ori vivo y71 Android smartphone 6+128 GARANSI","599.000","-39%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","150 Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Kab. Tangerang"
"https://shopee.co.id/Infinix-Hot-60-Pro-8-256GB-Garansi-Resmi-i.53222836.41908788209?extraParams=%7B%22display_model_id%22%3A270739142062%2C%22model_selection_logic%22%3A3%7D&sp_atk=0fa9f7b6-0d2a-4e33-94e5-518a07fb48a4&xptdk=0fa9f7b6-0d2a-4e33-94e5-518a07fb48a4","Infinix Hot 60 Pro 8/256GB - Garansi Resmi","2.574.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","1RB+ Terjual","3-6 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Banjarmasin"
"https://shopee.co.id/NOKIA-Handphone-HP-Nokia-105-2023-Nokia-Jadul-Original-Garansi-TAM-1Tahun-i.1109456199.19495179136?extraParams=%7B%22display_model_id%22%3A225799687033%2C%22model_selection_logic%22%3A3%7D&sp_atk=e86a246b-5203-4d5f-91ec-0acb52bf0885&xptdk=e86a246b-5203-4d5f-91ec-0acb52bf0885","NOKIA Handphone | HP Nokia 105 2023 - Nokia Jadul - Original Garansi TAM 1Tahun","259.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","758 Terjual","5 jam","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Surabaya"
"https://shopee.co.id/XIAOMI-REDMI-15-8-128-GB-8-256-GB-Garansi-Resmi-BISA-INSTAN-AREA-MALANG--i.966967238.25165909920?extraParams=%7B%22display_model_id%22%3A271626115356%2C%22model_selection_logic%22%3A3%7D&sp_atk=ac843ce0-5861-4548-9d33-e396a43730ee&xptdk=ac843ce0-5861-4548-9d33-e396a43730ee","XIAOMI REDMI 15 8/128 GB - 8/256 GB Garansi Resmi [BISA INSTAN AREA MALANG]","2.529.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","471 Terjual","< 2 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Malang"
"https://shopee.co.id/ZTE-Nubia-V80-Max-6-128GB-8-128GB-6.9-Inch-Garansi-Resmi-i.147421658.29394201738?extraParams=%7B%22display_model_id%22%3A370652284893%2C%22model_selection_logic%22%3A3%7D&sp_atk=70c88c86-5534-49f4-975d-ea84660e91e7&xptdk=70c88c86-5534-49f4-975d-ea84660e91e7","ZTE Nubia V80 Max 6/128GB | 8/128GB 6.9 Inch Garansi Resmi","1.789.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","3 Terjual","2-5 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Balikpapan"
"https://shopee.co.id/Samsung-A14-4G-Ram-6-Rom-128GB-Kamera-Triple-(Second)-i.194632330.21782397923?extraParams=%7B%22display_model_id%22%3A147017523117%2C%22model_selection_logic%22%3A3%7D&sp_atk=9a5e40aa-6903-4be2-9527-0914d89084c1&xptdk=9a5e40aa-6903-4be2-9527-0914d89084c1","Samsung A14 4G Ram 6 Rom 128GB Kamera Triple (Second)","1.500.199","-40%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","201 Terjual","5 jam","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Surabaya"
"https://shopee.co.id/vivo-iQOO-Z10-Snapdragon-7s-Gen-3-7300mAh-90Watt-AnTuTu-822-705-50MP-Sony-IMX-OIS-120Hz-Quad-Curved-AMOLED-i.1097379961.41154689050?extraParams=%7B%22display_model_id%22%3A265398958409%2C%22model_selection_logic%22%3A3%7D&sp_atk=d8873720-6a3b-4589-bd90-aa8b0a26acc7&xptdk=d8873720-6a3b-4589-bd90-aa8b0a26acc7","vivo iQOO Z10,Snapdragon 7s Gen 3,7300mAh + 90Watt,  AnTuTu 822,705, 50MP Sony IMX + OIS,120Hz Quad-Curved AMOLED","3.999.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","2RB+ Terjual","2-3 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Kab. Tangerang"
"https://shopee.co.id/Xiaomi-Redmi-15C-8GB-256GB-Garansi-Resmi-1-Tahun-i.1053062682.28940215912?extraParams=%7B%22display_model_id%22%3A276166370711%2C%22model_selection_logic%22%3A3%7D&sp_atk=eceb58a7-3ff0-460e-8272-71867306d5f1&xptdk=eceb58a7-3ff0-460e-8272-71867306d5f1","Xiaomi Redmi 15C [8GB+256GB] - Garansi Resmi 1 Tahun","2.049.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","1RB+ Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Utara"
"https://shopee.co.id/Nubia-Neo-3-GT-8-256GB-ZTE-Nubia-Neo-3-GT-5G-12-256GB-8-256GB-Garansi-Resmi-1-Tahun-i.102896867.23190002330?extraParams=%7B%22display_model_id%22%3A420334502453%2C%22model_selection_logic%22%3A3%7D&sp_atk=a1f11c31-ea78-4673-99bc-a86cdd42cdae&xptdk=a1f11c31-ea78-4673-99bc-a86cdd42cdae","Nubia Neo 3 GT 8/256GB - ZTE Nubia Neo 3 GT 5G 12/256GB 8/256GB Garansi Resmi 1 Tahun","2.737.000","-42%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","500 Terjual","Besok","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Pusat"
"https://shopee.co.id/-Official-Store-realme-P3-Lite-4-128GB-4-8GB-Extended-RAM-Garansi-resmi-HP-Android-Murah-Handphone-i.131698265.43076656396?extraParams=%7B%22display_model_id%22%3A139493998882%2C%22model_selection_logic%22%3A3%7D&sp_atk=7370e9ea-f05b-48c6-9000-e2da16108209&xptdk=7370e9ea-f05b-48c6-9000-e2da16108209","[Official Store] realme P3 Lite 4/128GB 4+8GB Extended RAM Garansi resmi HP Android Murah Handphone","1.701.080","-15%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","56 Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Utara"
"https://shopee.co.id/Itel-s25-NFC-ram-8-128gb-itel-s23-ram-8-8-256Gb-ram-8-8-128Gb-Garansi-resmi-by-infinix-i.228771622.23873439665?extraParams=%7B%22display_model_id%22%3A148302592411%2C%22model_selection_logic%22%3A3%7D&sp_atk=129f43b1-7b0b-4bd8-8335-3ce887b27556&xptdk=129f43b1-7b0b-4bd8-8335-3ce887b27556","Itel s25 NFC ram 8/128gb itel s23 ram 8+8/256Gb ram 8+8/128Gb Garansi resmi by infinix","1.798.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","60 Terjual","3-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Tangerang"
"https://shopee.co.id/OPPO-A5-NFC-8-256GB-(-8GB-Extended-RAM-)-Garansi-Resmi-OPPO-i.227051022.29435919409?extraParams=%7B%22display_model_id%22%3A99847032771%2C%22model_selection_logic%22%3A3%7D&sp_atk=93767713-14b1-4542-b66f-28c7e721bcc1&xptdk=93767713-14b1-4542-b66f-28c7e721bcc1","OPPO A5 NFC 8/256GB ( +8GB Extended RAM ) Garansi Resmi OPPO","1.699.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","2RB+ Terjual","Besok","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Bekasi"
"https://shopee.co.id/Samsung-Galaxy-A07-4-64GB-4-128GB-6-128GB-8-256GB-i.308460192.22862115131?extraParams=%7B%22display_model_id%22%3A261191489824%2C%22model_selection_logic%22%3A3%7D&sp_atk=98ee92a7-f115-4a0e-b7e4-243dfac46cdc&xptdk=98ee92a7-f115-4a0e-b7e4-243dfac46cdc","Samsung Galaxy A07 4/64GB | 4/128GB | 6/128GB | 8/256GB","1.708.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","254 Terjual","5 jam","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Surabaya"
"https://shopee.co.id/Vivo-V70-5G-12-256GB-NFC-(12GB-12GB-Extended-RAM)-Handphone-Official-Store-HP-Terbaru-2026-Ori-COD-i.131698265.4009917095?extraParams=%7B%22display_model_id%22%3A415654722658%2C%22model_selection_logic%22%3A3%7D&sp_atk=1dba9e90-18ee-43aa-8d93-e307369a7eec&xptdk=1dba9e90-18ee-43aa-8d93-e307369a7eec","Vivo V70 5G 12/256GB NFC (12GB+12GB Extended RAM) Handphone Official Store HP Terbaru 2026 Ori COD","8.739.080","-21%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","2RB+ Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Utara"
"https://shopee.co.id/Xiaomi-Redmi-Note-15-5G-(6-128-GB)-(8-256-GB)-(12-512-GB)-Baterai-5520mAh-i.308460192.15998921959?extraParams=%7B%22display_model_id%22%3A310589747399%2C%22model_selection_logic%22%3A3%7D&sp_atk=7ebad6d7-b6ab-4c08-b047-d205bd675df2&xptdk=7ebad6d7-b6ab-4c08-b047-d205bd675df2","Xiaomi Redmi Note 15 5G (6/128 GB) (8/256 GB) (12/512 GB) | Baterai 5520mAh","3.444.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","3RB+ Terjual","2-3 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Bandung"
"https://shopee.co.id/-NEW-OPPO-A6x-4-128GB-(4-4GB-Extended-RAM)-Snapdragon-685-Garansi-Resmi-Indonesia-HP-Terbaru-2026-i.131698265.40265127262?extraParams=%7B%22display_model_id%22%3A277382667285%2C%22model_selection_logic%22%3A3%7D&sp_atk=89611a64-f74a-449f-acb0-5431fb6acf9d&xptdk=89611a64-f74a-449f-acb0-5431fb6acf9d","[NEW] OPPO A6x 4/128GB (4+4GB Extended RAM) Snapdragon 685 Garansi Resmi Indonesia HP Terbaru 2026","1.931.080","-45%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","449 Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Utara"
"https://shopee.co.id/vivo-V50-5G-(12-256)-Rounded-edge-Design-ZEISS-Group-Potrait-6000mAh-Battery-90W-Flashcharge-IP68-IP69-vivo-AI-i.30843261.26977582349?extraParams=%7B%22display_model_id%22%3A247735103436%2C%22model_selection_logic%22%3A3%7D&sp_atk=22460af7-9e4b-4b25-a8fa-b0f774cd3ab5&xptdk=22460af7-9e4b-4b25-a8fa-b0f774cd3ab5","vivo V50 5G (12/256) Rounded-edge Design, ZEISS Group Potrait, 6000mAh Battery+90W Flashcharge, IP68+IP69, vivo AI","5.799.000","-17%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","1RB+ Terjual","2-4 Hari","",""
"https://shopee.co.id/Xiaomi-Redmi-Note-15-Pro-5G-8-256-12-512-GB-Dimensity-7400-Ultra-200MP-Garansi-Resmi-1-Tahun-i.107897411.46005646732?extraParams=%7B%22display_model_id%22%3A440508666894%2C%22model_selection_logic%22%3A3%7D&sp_atk=bbb85b09-bdd1-42b4-aeaf-5e2827cc1e89&xptdk=bbb85b09-bdd1-42b4-aeaf-5e2827cc1e89","Xiaomi Redmi Note 15 Pro 5G 8/256 12/512 GB Dimensity 7400-Ultra 200MP - Garansi Resmi 1 Tahun","4.795.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","35 Terjual","5 jam","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Surabaya"
"https://shopee.co.id/Era-2000-ZTE-Nubia-V80-Max-6-128-8-128-Garansi-Resmi-i.95126305.56805709370?extraParams=%7B%22display_model_id%22%3A380598482266%2C%22model_selection_logic%22%3A3%7D&sp_atk=d85e1a95-5dd8-4a44-a127-c8f007df95d0&xptdk=d85e1a95-5dd8-4a44-a127-c8f007df95d0","Era 2000 - ZTE Nubia V80 Max [6/128 | 8/128] Garansi Resmi","1.706.000","-26%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.7","11 Terjual","Besok","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Bandung"
"https://shopee.co.id/iPhone-13-ex-iBox-Beacukai-IMEI-Permanen-Garansi-12-Bln-100-Original-Second-IP-Fullset-i.1437255344.26827366384?extraParams=%7B%22display_model_id%22%3A242720744557%2C%22model_selection_logic%22%3A3%7D&sp_atk=2ccc6f20-4af5-482e-979b-5439fda748fb&xptdk=2ccc6f20-4af5-482e-979b-5439fda748fb","iPhone 13 ex iBox Beacukai IMEI Permanen Garansi 12 Bln 100% Original Second IP Fullset","9.908.800","-1%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","2RB+ Terjual","3-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Selatan"
"https://shopee.co.id/DZL-HP-XIAOMI-Redmi-A7-Pro-4-128-GB-Original-TAM-Garansi-Resmi-Official-Store-Ori-Penerus-Redmi-A5-i.1460001275.28580823339?extraParams=%7B%22display_model_id%22%3A262462529914%2C%22model_selection_logic%22%3A3%7D&sp_atk=d4abdcfe-2f19-44b6-b0f9-c76dfc236221&xptdk=d4abdcfe-2f19-44b6-b0f9-c76dfc236221","DZL - HP XIAOMI Redmi A7 Pro 4/128 GB Original TAM Garansi Resmi Official Store Ori Penerus Redmi A5","1.699.000","-37%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","1RB+ Terjual","< 2 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Kab. Sleman"
"https://shopee.co.id/VIVO-Y17-RAM-8GB-256GB-5000mAh-4G-LTE-Ponsel-pintar-Garansi-1-Tahun-i.1704467033.54704198348?extraParams=%7B%22display_model_id%22%3A430398049563%2C%22model_selection_logic%22%3A3%7D&sp_atk=b005c644-3346-40f4-8a73-d15b48a13130&xptdk=b005c644-3346-40f4-8a73-d15b48a13130","VIVO Y17 RAM 8GB+256GB 5000mAh 4G LTE Ponsel pintar Garansi 1 Tahun","848.000","-29%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.5","782 Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Utara"
"https://shopee.co.id/Samsung-Galaxy-A36-5G-8-256GB-12-256GB-Original-Garansi-SEIN-i.1101386382.29180165392?extraParams=%7B%22display_model_id%22%3A206110668773%2C%22model_selection_logic%22%3A3%7D&sp_atk=6c109e25-7737-4878-88d2-fd82b6092054&xptdk=6c109e25-7737-4878-88d2-fd82b6092054","Samsung Galaxy A36 5G 8/256GB 12/256GB Original, Garansi SEIN","5.499.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","1RB+ Terjual","Besok","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Selatan"
"https://shopee.co.id/-NEW-LAUNCH-realme-Note-80-4-64GB-4-128GB-6300mAh-15W-Garansi-Resmi-Hp-realme-Terbaru-2026-Ori-Free-Gift-Headphone-Nirkabel-Kipas-Angin-i.1505437832.55856715079?extraParams=%7B%22display_model_id%22%3A420602839332%2C%22model_selection_logic%22%3A3%7D&sp_atk=62cca6f4-7fe4-44f0-a1d1-861b122dc0c9&xptdk=62cca6f4-7fe4-44f0-a1d1-861b122dc0c9","[NEW LAUNCH] realme Note 80 4+64GB/4+128GB 6300mAh+15W Garansi Resmi Hp realme Terbaru 2026 Ori|Free Gift: Headphone Nirkabel + Kipas Angin","1.879.000","-1%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","3 Terjual","Besok","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Denpasar"
"https://shopee.co.id/Infinix-Note-50X-5G-8-256GB-Up-to-16GB-Extended-RAM-Dimensity-7300-Ultimate-6.67%E2%80%9D-HD-50MP-OIS-5200-mAh-NFC-i.342033216.27934192344?extraParams=%7B%22display_model_id%22%3A237716157776%2C%22model_selection_logic%22%3A3%7D&sp_atk=e7ef4cc6-6c15-40ab-a613-0ea3efa6ebfc&xptdk=e7ef4cc6-6c15-40ab-a613-0ea3efa6ebfc","Infinix Note 50X 5G+ 8/256GB - Up to 16GB Extended RAM - Dimensity 7300 Ultimate - 6.67” HD+ - 50MP OIS - 5200 mAh - NFC","2.869.000","-1%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","4.9","10RB+ Terjual","2-4 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Jakarta Utara"
"https://shopee.co.id/INFINIX-SMART-20-4-128-4-64-Helio-G81-Ultimate-6.78-120Hz-HD-5200-mAh-i.62356570.41879011072?extraParams=%7B%22display_model_id%22%3A440601010541%2C%22model_selection_logic%22%3A3%7D&sp_atk=46159bb9-160b-4fcb-a365-e0729c032c5b&xptdk=46159bb9-160b-4fcb-a365-e0729c032c5b","INFINIX SMART 20 4/128 4/64 - Helio G81 Ultimate - 6.78"" 120Hz HD+ - 5200 mAh","1.675.000","-14%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","5 Terjual","< 2 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Kab. Ponorogo"
"https://shopee.co.id/SAMSUNG-Galaxy-A26-5G-8-256GB-i.53222836.28433610107?extraParams=%7B%22display_model_id%22%3A258194697430%2C%22model_selection_logic%22%3A3%7D&sp_atk=a73d8fb7-bf18-4588-8ce0-f026799c63e6&xptdk=a73d8fb7-bf18-4588-8ce0-f026799c63e6","SAMSUNG Galaxy A26 5G 8/256GB","4.199.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/d7099d3fd1dfdaf705ab.svg","5.0","333 Terjual","3-6 Hari","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.5/pc/5dd7b4560d0e2d3190e8.svg","Banjarbaru"
